Serial Episode, Thumbnail Link, Video Link, Genre
01-07-2019 Bigg Boss Tamil 3 - Vijay TV | Day 8 Online,https://raw.githubusercontent.com/pravanjam/TamilSerialz/master/NoPic.jpg,plugin://plugin.video.dailymotion_com/?url=k1XjS6QtqBZFVuu2K5P&mode=playVideo,Big Boss
